Date,ic_h1,ic_h5,ic_h20
2017-11-13,0.002572824001395429,-0.002921681493110064,0.02210884353741497
2017-11-14,0.002158555729984301,-0.0015262515262515252,0.019884877027734175
2017-11-15,0.004578754578754578,-0.004687772544915402,0.018140589569160998
2017-11-16,0.00021803593232164582,-0.004033664747950462,0.019710448281876857
2017-11-17,0.00026164311878597524,-0.005559916274201988,0.02341705913134485
2017-11-20,0.001962323390894819,-0.0025946275946275936,0.02263212977498692
2017-11-21,-0.0018751090179661616,-0.003335949764521193,0.019972091400662834
2017-11-22,-0.0016134658991801862,-0.004600558171986743,0.022087039944182804
2017-11-24,-0.0028344671201814063,-0.009615384615384614,0.021389324960753534
2017-11-27,0.00028344671201813957,-0.006824524681667538,0.020320948892377465
2017-11-28,-0.00028344671201814157,-0.008765044479330193,0.019056340484911918
2017-11-29,-0.001548055119483692,-0.010727367870225012,0.02160736089307518
2017-11-30,-0.006061398918541777,-0.010770975056689341,0.021869004011861155
2017-12-01,-0.0025946275946275954,-0.011446886446886444,0.02186900401186116
2017-12-04,-0.005123844409558697,-0.01057474271759986,0.022850165707308565
2017-12-05,-0.006889935461364034,-0.007260596546310831,0.022348683062968784
2017-12-06,-0.007216989359846503,-0.00837257980115123,0.027516134658991803
2017-12-07,-0.008154543868829587,-0.009288330716902146,0.02618611547182976
2017-12-08,-0.007391418105703821,-0.008743240886098028,0.029914529914529916
2017-12-11,-0.004426129426129427,-0.005777952206523635,0.02956567242281528
2017-12-12,-0.005668934240362813,-0.006998953427524856,0.030350601779173213
2017-12-13,-0.006628292342578058,-0.010901796616082331,0.03287981859410431
2017-12-14,-0.0057997557997558,-0.008023722309436595,0.030132565846851565
2017-12-15,-0.002899877899877901,-0.00931013431013431,0.033795569509855225
2017-12-18,-0.004055468341182629,-0.01005145648002791,0.03246555032269318
2017-12-19,-0.007413221698935986,-0.011621315192743766,0.03316326530612245
2017-12-20,-0.005341880341880343,-0.00948456305599163,0.03281440781440781
2017-12-21,-0.006388452817024247,-0.009048491191348335,0.03501657073085644
2017-12-22,-0.007107971393685681,-0.00926652712366998,0.03259637188208617
2017-12-26,-0.008786848072562359,-0.008547008547008548,0.031309959881388454
2017-12-27,-0.006933542647828364,-0.009375545089830805,0.03185504971219257
2017-12-28,-0.006039595325309613,-0.004099075527646956,0.03396999825571254
2017-12-29,-0.006911739054596199,-0.004971219256933544,0.03540903540903541
2018-01-02,-0.006192220477934765,-0.0014172335600907038,0.037480376766091054
2018-01-03,-0.0066500959358102235,-0.002245770102912961,0.035190999476713766
2018-01-04,-0.0012210012210012223,-0.001482644339787198,0.034929356357927786
2018-01-05,-0.001766091051805339,0.0017006802721088428,0.03091749520320949
2018-01-08,0.0015044479330193602,-0.0010901796616082338,0.035190999476713766
2018-01-09,0.0008285365428222557,0.002987092272806558,0.036433804290947155
2018-01-10,0.002354788069073782,0.0011119832548403972,0.036521018663875804
2018-01-11,0.006301238444095586,0.0009811616954474092,0.03564887493458922
2018-01-12,0.00281266352694924,0.0009593581022152446,0.03556166056166056
2018-01-16,0.006192220477934763,0.002616431187859759,0.032225710797139366
2018-01-17,0.005189255189255188,0.0013954299668585378,0.031091923949066808
2018-01-18,0.004927612070469212,-0.00019623233908948247,0.031418977847549275
2018-01-19,0.0047095761381475655,0.0010465724751439031,0.03187685330542474
2018-01-22,0.005908773765916623,0.002442002442002441,0.0329452293738008
2018-01-23,0.004251700680272107,0.00285627071341357,0.031898656898656896
2018-01-24,0.001613465899180184,0.004971219256933542,0.033141461712890286
2018-01-25,0.002834467120181405,0.002158555729984301,0.03608494679923251
2018-01-26,0.004600558171986743,0.001984126984126983,0.040467469038897606
2018-01-29,0.005276469562183847,-0.0012210012210012219,0.03833071690214548
2018-01-30,0.0069117390545961966,0.0013736263736263726,0.03990057561486133
2018-01-31,0.0036412000697714974,0.0026818419675562525,0.03636839351125066
2018-02-01,0.004317111459968602,0.0023765916623059466,0.03540903540903541
2018-02-02,0.0025510204081632642,0.002769056340484911,0.03791644863073435
2018-02-05,0.003510378510378509,0.000959358102215244,0.038003663003663
2018-02-06,0.004382522239665096,0.00028344671201813935,0.03556166056166056
2018-02-07,0.005036630036630035,-0.0015480551194836923,0.03353392639106925
2018-02-08,0.00440432583289726,-0.0016134658991801862,0.03338130123844411
2018-02-09,0.002725449154020581,-0.0028780743066457366,0.03196406767835339
2018-02-12,0.0027908599337170756,-0.003990057561486134,0.030154369440083727
2018-02-13,0.0024420024420024407,-0.003379556950985524,0.02904238618524333
2018-02-14,0.001766091051805336,-0.004164486307343451,0.032225710797139366
2018-02-15,-0.0009811616954474112,-0.003161521018663877,0.03076487005058434
2018-02-16,-0.0022675736961451265,-0.0019623233908948206,0.031418977847549275
2018-02-20,-0.0009375545089830818,-0.0014608407465550336,0.03192046049188906
2018-02-21,-0.0020495377638234794,0.0008067329495900912,0.033577533577533576
2018-02-22,-0.0014172335600907042,-0.0007195185766614352,0.031004709576138146
2018-02-23,2.180359323216348e-05,-0.0022893772893772904,0.030525030525030524
2018-02-26,0.0005450898308041153,-0.0013082155939298807,0.032923425780568644
2018-02-27,0.0017878946450375012,-0.0006759113901971058,0.03037240537240538
2018-02-28,0.0009593581022152436,-0.002376591662305949,0.030241583813012382
2018-03-01,0.00026164311878597464,-0.0052110587824873555,0.03318506889935461
2018-03-02,-2.1803593232165907e-05,-0.005799755799755802,0.03120094191522763
2018-03-05,0.0008939473225187499,-0.00645386359672074,0.0297401011686726
2018-03-06,-0.0002616431187859771,-0.007565846851561139,0.0304814233385662
2018-03-07,-0.0034449677306820177,-0.007587650444793304,0.029391243676957963
2018-03-08,-0.0034231641374498534,-0.005080237223094367,0.027428920286063144
2018-03-09,-0.003619396476539335,-0.006344845630559918,0.029522065236350953
2018-03-12,-0.005254665968951684,-0.005298273155416014,0.028606314320600037
2018-03-13,-0.00490580847723705,-0.0066500959358102235,0.029870922728065585
2018-03-14,-0.0028780743066457366,-0.006715506715506717,0.032770800627943485
2018-03-15,-0.004251700680272109,-0.008525204953776384,0.030328798185941044
2018-03-16,-0.003553985696842841,-0.010487528344671202,0.027276295133437992
2018-03-19,-0.0049712192569335446,-0.008612419326705043,0.028737135879993023
2018-03-20,-0.004993022850165709,-0.011948369091226235,0.030328798185941044
2018-03-21,-0.006366649223792083,-0.012558869701726845,0.030241583813012382
2018-03-22,-0.007369614512471657,-0.01061834990406419,0.030001744287458575
2018-03-23,-0.006955346241060529,-0.010879993022850165,0.02723268794697366
2018-03-26,-0.009353741496598641,-0.013823478109192397,0.02764695621838479
2018-03-27,-0.009506366649223793,-0.014477585906157338,0.02596807953950811
2018-03-28,-0.008721437292865866,-0.016069248212105355,0.026883830455259026
2018-03-29,-0.009310134310134312,-0.016788766788766788,0.024768881911739055
2018-04-02,-0.011948369091226234,-0.0159820338391767,0.023831327402755974
2018-04-03,-0.011948369091226234,-0.0173992673992674,0.023591487877202163
2018-04-04,-0.013060352346066631,-0.015153497296354441,0.023787720216291646
2018-04-05,-0.013387406244549104,-0.013496424210709925,0.0257282400139543
2018-04-06,-0.012493458922030352,-0.015131693703122276,0.023373451944880514
2018-04-09,-0.015022675736961451,-0.019841269841269844,0.024092970521541954
2018-04-10,-0.01225361939647654,-0.01940519797662655,0.023035571279388135
2018-04-11,-0.012188208616780046,-0.019666841095412526,0.019917657447188587
2018-04-12,-0.013758067329495903,-0.019623233908948195,0.019634210735170445
2018-04-13,-0.018642072213500786,-0.01853305424733996,0.015120866936112363
2018-04-16,-0.01763910692482121,-0.02156375370661085,0.010411290797964793
2018-04-17,-0.01896912611198326,-0.018729286586429448,0.01226459622269879
2018-04-18,-0.01916535845107274,-0.018772893772893772,0.010803755476143758
2018-04-19,-0.01659253444967731,-0.01916535845107274,0.009386521916053056
2018-04-20,-0.019034536891679752,-0.021214896214896216,0.009604557848374702
2018-04-23,-0.015873015873015872,-0.02295918367346939,0.010454897984429123
2018-04-24,-0.0152407116692831,-0.023460666317809176,0.008710610525855951
2018-04-25,-0.016069248212105355,-0.021738182452468165,0.010433094391196959
2018-04-26,-0.017987964416535846,-0.018990929705215417,0.00838355662737348
2018-04-27,-0.019579626722483867,-0.02156375370661085,0.005679911066585063
2018-04-30,-0.020233734519448807,-0.021193092621664054,0.006072375744764027
2018-05-01,-0.018685679399965113,-0.020701056199580674,0.0032161050313504564
2018-05-02,-0.016091051805337517,-0.023295683794208266,0.002736425980242834
2018-05-03,-0.018685679399965117,-0.02283780833633281,0.0029108547261001514
2018-05-04,-0.018489447060875634,-0.02497456047308495,-0.0009483812759929933
2018-05-07,-0.018007577145267885,-0.028027063525587998,0.0012973888269199668
2018-05-08,-0.02036236521434167,-0.025759489829442875,0.0012537816404556376
2018-05-09,-0.01935939992566209,-0.026566222779032967,-0.0015588818864936038
2018-05-10,-0.02068941911282414,-0.02530161437156742,-0.003935473548799552
2018-05-11,-0.02125631253686042,-0.029160850373660566,-0.0013190423609397927
2018-05-14,-0.019512025078287247,-0.02789624196619501,0.0020823181832778947
2018-05-15,-0.01903234602717962,-0.03184269234121682,0.00020720916531173387
2018-05-16,-0.018094791518196547,-0.030163815662340138,0.001537228352473778
2018-05-17,-0.02116909816393176,-0.03378321213887947,-0.00018525551286723008
2018-05-18,-0.01916316758657261,-0.03738080502218664,0.004197266726797867
2018-05-21,-0.023480279046541215,-0.03694473315754335,0.0014282103863129554
2018-05-22,-0.02175779518120021,-0.038928860141670324,0.0031506942516539636
2018-05-23,-0.02513735213218573,-0.03764244814097262,-0.0014498639203327796
2018-05-24,-0.02882215938842156,-0.03694473315754334,-0.00206036453083339
2018-05-25,-0.027099675523080548,-0.03807852000561591,-0.004175313074353362
2018-05-29,-0.02995594623649412,-0.035374874444827495,-0.0005995237842783578
2018-05-30,-0.02869133782902857,-0.03415387322382627,0.0009267277419731684
2018-05-31,-0.028059033625295795,-0.03768605532743694,0.0009703349284374977
2018-06-01,-0.028778552201957228,-0.03892886014167033,0.004938588896691466
2018-06-04,-0.02622753179379396,-0.03600717864856027,0.005025803269620124
2018-06-05,-0.024679476674310273,-0.03249680013818176,0.006726483541728967
2018-06-06,-0.027971819252367133,-0.0335215690200935,0.005352857168102594
2018-06-07,-0.028713141422260738,-0.03319451512161103,0.007053537440211437
2018-06-08,-0.025660638369757682,-0.035113231326041515,0.006072375744764028
2018-06-11,-0.023175028741290907,-0.03182088874798466,0.005810732625978052
2018-06-12,-0.02369831497886286,-0.03358697979978999,0.004894981710227136
2018-06-13,-0.02378552935179152,-0.03254040732464609,0.004001034387708385
2018-06-14,-0.0269470503704554,-0.03666128644552521,0.004742356557601983
2018-06-15,-0.024614065894613776,-0.03738080502218664,0.004458909845583843
2018-06-18,-0.026271138980258294,-0.03919050326045631,0.004720552964369819
2018-06-19,-0.02550801321713253,-0.0363560361402749,0.002736425980242835
2018-06-20,-0.029018391727511042,-0.03594176786886377,0.0034559445569042687
2018-06-21,-0.03061005403345906,-0.03389223010504029,0.0004906558773298751
2018-06-22,-0.03250696664465738,-0.03225696061262795,0.00210412177651006
2018-06-25,-0.02991233905002979,-0.030752512679608587,0.0018424786577240838
2018-06-26,-0.030392018101137414,-0.03145022766303785,0.00458973140497683
2018-06-27,-0.028669534235796403,-0.031079566578091057,0.0034559445569042687
2018-06-28,-0.027840997692974146,-0.028245099457909647,0.0020823181832778947
2018-06-29,-0.02624933538702613,-0.028506742576695623,-0.0008175597166000047
2018-07-02,-0.02781919409974198,-0.027438366508319555,0.0010793528945983208
2018-07-03,-0.026598192878740757,-0.0251271856257101,0.002278550522367377
2018-07-05,-0.02393815450441667,-0.024364059862584338,0.003935623608011892
2018-07-06,-0.024614065894613776,-0.024298649082887844,0.0007741025893480155
2018-07-09,-0.022651742503718958,-0.023099451455118786,0.0031506942516539636
2018-07-10,-0.020405972400806,-0.02015596636877656,0.002627408014082012
2018-07-11,-0.019926293349698376,-0.020461216674026863,0.00397923079447622
2018-07-12,-0.02014432928202002,-0.01965448372443677,0.007707645237176378
2018-07-13,-0.01901054243394746,-0.022205504132600036,0.008339949440909152
2018-07-16,-0.015085895652157821,-0.019153001080096984,0.010171451272410986
2018-07-17,-0.015151306431854314,-0.020461216674026863,0.009931611746857175
2018-07-18,-0.01545655673710462,-0.019545465758275947,0.008906842864945435
2018-07-19,-0.017963969958803554,-0.019719894504133265,0.009430129102517386
2018-07-20,-0.014867859719836172,-0.020025144809383572,0.008819628492016776
2018-07-23,-0.016415914839319864,-0.022772397556636317,0.008536181779998634
2018-07-24,-0.01480244894013968,-0.020504823860491194,0.008318145847676988
2018-07-25,-0.015173110025086478,-0.018651518435757197,0.00729337696576525
2018-07-26,-0.01587082500851575,-0.016929034570416193,0.012090167476841475
2018-07-27,-0.018378238230214682,-0.017430517214755976,0.011566881239269524
2018-07-30,-0.015827217822051418,-0.017016248943344844,0.013485597443700014
2018-07-31,-0.014453591448425044,-0.0182808573508104,0.015796778326309466
2018-08-01,-0.013298001007120317,-0.0182808573508104,0.01693056517438203
2018-08-02,-0.012992750701870013,-0.0153809794509325,0.015687760360148646
2018-08-03,-0.012818321956012697,-0.015097532738914357,0.01721401188640017
2018-08-06,-0.014409984261960716,-0.012960780602162221,0.01917633527729499
2018-08-07,-0.01456260941458587,-0.013571281212662831,0.02109505148172548
2018-08-08,-0.011967981819958274,-0.013789317144984478,0.021204069447886303
2018-08-09,-0.012164214159047755,-0.012197654839036459,0.021487516159904445
2018-08-10,-0.010049265615527783,-0.013789317144984476,0.019808639481027762
2018-08-13,-0.009133514699776867,-0.01411637104346695,0.01893649575174118
2018-08-14,-0.009155318293009033,-0.015773444129111462,0.01893649575174118
2018-08-15,-0.007759888326150495,-0.017561338774148963,0.022577695821512676
2018-08-16,-0.0075854595802931765,-0.012699137483376246,0.02279573175383432
2018-08-17,-0.007999727851704306,-0.012524708737518927,0.021901784431315574
2018-08-20,-0.010245497954617265,-0.010845832058642247,0.023275410804941946
2018-08-21,-0.011466499175618487,-0.009842866769962674,0.0223160527027267
2018-08-22,-0.00876285361483007,-0.008665472735425785,0.02624069948451634
2018-08-23,-0.008152353004329458,-0.006986596056549104,0.027941379756625185
2018-08-24,-0.007062173342721226,-0.005046076258886449,0.0288571306723761
2018-08-27,-0.0051434571382907345,-0.002625877410116172,0.0284864695874293
2018-08-28,-0.0035735984255748795,-0.0029965384950629715,0.03208406247073647
2018-08-29,-0.0019819361196268593,-0.0015356977485079392,0.036313959557776415
2018-08-30,0.00017661961035744206,-0.0018191444605260801,0.03620494159161559
2018-08-31,0.002356978933573908,-0.003759664258188735,0.03633576315100858
2018-09-04,0.002313371747109579,-0.0038468786311173933,0.03400277867516696
2018-09-05,0.0044065166973973864,-0.0023642342913301967,0.03321784931880903
2018-09-06,0.003403551408717812,0.0022799310671208764,0.03051420375802061
2018-09-07,0.002705836425288543,0.0008626975070301733,0.03123372233468205
2018-09-10,0.0033381406290213184,0.0014950017107629489,0.03158257982639668
2018-09-11,0.005583910731934278,0.005070791000837953,0.028748112706215273
2018-09-12,0.010446112022706998,0.00483095147528414,0.02765793304460704
2018-09-13,0.010228076090385351,0.009104455748788414,0.025041501856747285
2018-09-14,0.010053647344528033,0.011611868970487351,0.025870038399569542
2018-09-17,0.012800900091780781,0.011001368359986741,0.024583626398871825
2018-09-18,0.01247384619329831,0.010521689308879117,0.026982021654409938
2018-09-19,0.015460938466104869,0.013050906123810218,0.02702562884087427
2018-09-20,0.017728512162249993,0.015471104972580496,0.02460542999210399
2018-09-21,0.0162458678224628,0.013661406734310828,0.02227244551626237
2018-09-24,0.015678974398426516,0.015318479819955343,0.0205281580576892
2018-09-25,0.018295405586286274,0.012200565987755797,0.018914692158509015
2018-09-26,0.021238890672628505,0.011808101309576833,0.01745385141195398
2018-09-27,0.019189352908805024,0.010194635410396648,0.01991765744718859
2018-09-28,0.02036674694334192,0.009148062935252744,0.017715494530739957
2018-10-01,0.016463903754784445,0.009867581511914178,0.016189243004488433
2018-10-02,0.015766188771355178,0.009148062935252745,0.017192208293168004
2018-10-03,0.015526349245801364,0.006989507205268443,0.0186748526329552
2018-10-04,0.014806830669139931,0.006444417374464327,0.021356694600511456
2018-10-05,0.016158653449534138,0.009104455748788416,0.01969962151486694
2018-10-08,0.015853403144283833,0.01080513602089726,0.020615372430617857
2018-10-09,0.014436169584193132,0.011153993512611895,0.02403853656806771
2018-10-10,0.012822703685012947,0.011110386326147565,0.02547757372139058
2018-10-11,0.013585829448138709,0.009475116833735215,0.027330879146124577
2018-10-12,0.01578799236458734,0.009954795884842837,0.030797650470038754
2018-10-15,0.014348955211264471,0.00496177303467713,0.030819454063270916
2018-10-16,0.014588794736818284,0.007033114391732772,0.031975044504575646
2018-10-17,0.013193364769959744,0.006575238933857314,0.033653921183452326
2018-10-18,0.01452338395712179,0.0071639359511257595,0.03310883135264821
2018-10-19,0.009007074869384131,0.006160970662446186,0.033501296030827174
2018-10-22,0.011470880904618739,0.007207543137590089,0.03690265657504486
2018-10-23,0.012081381515119349,0.006989507205268444,0.03661920986302672
2018-10-24,0.011449077311386573,0.00426405805124786,0.03114650796175339
2018-10-25,0.010053647344528035,0.005376041306088258,0.03583428050666879
2018-10-26,0.011645309650476054,0.0035663430678185906,0.03245472355568327
2018-10-29,0.010489719209171328,0.00393700415276539,0.03406818945486345
2018-10-30,0.007916895207775899,0.003893396966301061,0.030143542673073814
2018-10-31,0.008701824564133825,0.003217485576103956,0.03151716904670019
2018-11-01,0.007350001783739618,0.005746702391035056,0.030557810944484943
2018-11-02,0.00745901974990044,0.010499885715646954,0.030841257656503085
2018-11-05,0.006935733512328489,0.01198253005543415,0.03446065413304242
2018-11-06,0.006281625715363549,0.01442453249743659,0.034983940370614364
2018-11-07,0.00909428924231279,0.016692106193581715,0.03620494159161559
2018-11-08,0.013476811481977886,0.015645533718437816,0.03282538464063007
2018-11-09,0.014414365990960968,0.015449301379348331,0.03140815108053936
2018-11-12,0.016463903754784445,0.019919037991942085,0.026698574942391796
2018-11-13,0.019211156502037197,0.020246091890424558,0.02787596897692869
2018-11-14,0.017924744501339476,0.014642568429758241,0.030972079215896075
2018-11-15,0.017968351687803807,0.018610822398012206,0.031647990606093176
2018-11-16,0.022547106266558387,0.013748621107239489,0.02927139894378723
2018-11-19,0.022176445181611586,0.01488240795531205,0.030797650470038754
2018-11-20,0.016463903754784445,0.010870546800593751,0.03352309962405934
2018-11-21,0.02078101521475305,0.013792228293703818,0.0361395308119191
2018-11-23,0.015395527686408377,0.012091548021594975,0.03698987094797352
2018-11-26,0.016769154060034753,0.011764494123112503,0.03511476193000736
2018-11-27,0.012888114464709442,0.014816997175615557,0.03958449854260111
2018-11-28,0.015242902533783227,0.014795193582383391,0.04285503752742582
2018-11-29,0.013760258193996028,0.017302606804082327,0.04161223271319243
2018-11-30,0.013040739617334594,0.014032067819257628,0.041852072238746235
2018-12-03,0.01546093846610487,0.01248401269977394,0.043094877052979624
2018-12-04,0.015940617517212496,0.009344295274342227,0.03932285542381514
2018-12-06,0.017902940908107314,0.009017241375859757,0.035223779896168185
2018-12-07,0.015199295347318896,0.01198253005543415,0.0313863474873072
2018-12-10,0.013455007888745723,0.013421567208757017,0.027941379756625185
2018-12-11,0.010424308429474834,0.012178762394523632,0.02449641202594317
2018-12-12,0.009988236564831542,0.013268942056131865,0.027527111485214053
2018-12-13,0.0129753288376381,0.016212427142474096,0.027439897112285394
2018-12-14,0.01441436599096097,0.01972280565285261,0.026131681518355515
2018-12-17,0.013040739617334594,0.02063855656860352,0.026763985722088292
2018-12-18,0.01437075880449664,0.019330340974673642,0.02277392816060216
2018-12-19,0.017336047484071034,0.022426451213641025,0.02065897961708219
2018-12-20,0.020235925383948934,0.026024044096948192,0.0230573748726203
2018-12-21,0.022002016435754272,0.024912060842107796,0.022425070668887524
2018-12-24,0.020410354129806248,0.025348132706751087,0.020310122125367553
2018-12-26,0.02368089311463095,0.02717963453825292,0.01898010293820551
2018-12-27,0.02738750396409894,0.023778273994035235,0.020462747277992705
2018-12-28,0.02653716382804452,0.019810020025781267,0.020615372430617857
2018-12-31,0.026515360234812352,0.01538389059965184,0.017453851411953984
2019-01-02,0.028913755490350468,0.011764494123112505,0.017955334056293768
2019-01-03,0.025316162607043297,0.008057883273644513,0.017148601106703673
2019-01-04,0.0209336403673782,0.011873512089273328,0.015295295681969677
2019-01-07,0.016551118127713108,0.011851708496041162,0.016407278936810078
2019-01-08,0.012539256972994808,0.010042010257771497,0.01921994246375932
2019-01-09,0.00894166408968764,0.010085617444235827,0.01871845981941953
2019-01-10,0.012604667752691302,0.005637684424874235,0.019961264633652918
2019-01-11,0.011623506057243892,0.003370110728729111,0.02035372931183188
2019-01-14,0.009116092835544955,0.0063790065947678335,0.01782451249690078
2019-01-15,0.010293486870081848,0.005550470051945577,0.013398383070771354
2019-01-16,0.006565072427381691,0.003697164627211581,0.014226919613593611
2019-01-17,0.0038832304598254382,0.001560412490459444,0.012417221375323945
2019-01-18,0.006695893986774679,0.003697164627211581,0.011893935137751992
2019-01-22,0.006085393376274069,0.003348307135496946,0.01043309439119696
2019-01-23,0.004341105917700896,0.0006446615747085282,0.009364718322820893
2019-01-24,0.0031419082899318395,0.0016476268633881029,0.0070971446266757665
2019-01-25,0.006107196969506233,-3.124981548857586e-05,0.004371695472655185
2019-01-28,0.005801946664255928,-0.0012522510364897967,0.004567927811744666
2019-01-29,0.0023351753403417466,-0.0004891252733640335,0.0007959061825801797
2019-01-30,0.0022915681538774172,0.0012333585919769745,0.00038163791116905106
2019-01-31,0.00043826272914342167,0.0018220556092454205,-0.0018859357849760738
2019-02-01,0.0008089238140902207,0.0012333585919769748,0.0005778702502585329
2019-02-04,0.0022915681538774172,0.0014513945242986218,0.0031724978448861275
2019-02-05,0.0031419082899318395,-0.0006417504259891862,0.0019296930306527417
2019-02-06,0.004559141850022542,-0.002211609138705042,0.001973300217117071
2019-02-07,0.004559141850022542,-0.0025822702236518408,0.004371695472655184
2019-02-08,0.003185515476396169,-0.004304754088992849,0.0024529792682246934
2019-02-11,0.0020299250350914416,-0.004500986428082331,0.0027364259802428346
2019-02-12,0.0003728519494469275,-0.0038686822243495563,0.0028454439464036577
2019-02-13,-0.0002594522542858476,-0.004152128936367697,0.00046885228409770897
2019-02-14,-0.002308990018109326,-0.005024272665654283,-0.000490505818117536
2019-02-15,-0.002439811577502314,-0.005634773276154894,-0.0028889010736556486
2019-02-19,-0.0010007744241794464,-0.004021307376974708,-0.001340845954171958
2019-02-20,-0.00139323910235841,-0.006724952937763127,-0.0008611669030643351
2019-02-21,-0.0021563648654841735,-0.006397899039280657,-0.0021911860902263792
2019-02-22,-0.0021127576790198437,-0.009515812871480202,-0.0007521489369035121
2019-02-25,-0.00106618520387594,-0.008948919447443922,0.0012755852336878016
2019-02-26,-0.0032465445270924063,-0.007597096667049713,-1.082676700991319e-05
2019-02-27,-0.002112757679019844,-0.009123348193301241,-0.0011882208015468049
2019-02-28,-0.0054051002570767075,-0.010933046431570906,-9.804113993857175e-05
2019-03-01,-0.0046419744939509445,-0.010824028465410083,0.0030198726922609745
2019-03-04,-0.004685581680415274,-0.010671403312784931,0.0019296930306527417
2019-03-05,-0.004227706222539816,-0.01230667280519728,0.004829570930530641
2019-03-06,-0.005950190087880824,-0.01413817463669911,0.00683550150788979
2019-03-07,-0.005165260731522896,-0.015141139925378687,0.004262677506494359
2019-03-08,-0.005361493070612379,-0.01708165972304134,0.003259712217814786
2019-03-11,-0.008130549411097289,-0.017561338774148963,0.0029762655057966455
2019-03-12,-0.009744015310277476,-0.015838854908807952,0.0014282103863129541
2019-03-13,-0.008435799716347595,-0.016078694434361766,0.001450013979545119
2019-03-14,-0.009853033276438298,-0.0142689961960921,0.0022567469291352115
2019-03-15,-0.009286139852402018,-0.014421621348717252,0.0042844810997265245
2019-03-18,-0.007956120665239973,-0.01492310399305704,0.0053528571681025925
2019-03-19,-0.008370388936651102,-0.0131570129412517,0.007511412898086894
2019-03-20,-0.005492314630005366,-0.015184747111843016,0.00552728591395991
2019-03-21,-0.006408065545756282,-0.011739779381160997,0.005440071541031251
2019-03-22,-0.007040369749489057,-0.007509882294121055,0.00618139371092485
2019-03-25,-0.0060156008675773176,-0.0065287205986736445,0.008296342254444823
2019-03-26,-0.006691512257774423,-0.0053077193776724235,0.009037664424338421
2019-03-27,-0.004838206833040426,-0.0007507683921500094,0.007729448830408541
2019-03-28,-0.001306024729429751,-0.0015138941552757723,0.008187324288283998
2019-03-29,0.0003510483562147631,0.0003394112694582238,0.009212093170195739
2019-04-01,0.0019209070689306187,-0.0006199468327570211,0.006900912287586285
2019-04-02,0.006608679613846022,-0.0011214294770968084,0.007598627271015554
2019-04-03,0.0055839107319342815,-9.66605951850694e-05,0.005178428422245277
2019-04-04,0.00697934069879282,-0.000314696527506716,0.0056581074733528984
2019-04-05,0.0054966963590056235,0.0022363238806565496,0.0028672475396358224
2019-04-08,0.0060417861898097395,0.004242254458015697,0.0016026391321702724
2019-04-09,0.00820034191979404,0.0072729539172865865,0.0018539656852682815
2019-04-10,0.007240983817578796,0.008821009036770277,-0.0010350854475997047
2019-04-11,0.011122023412904105,0.010739725241200766,0.0009054343500629499
2019-04-12,0.01245204260006615,0.011197600699076226,-0.00014113812508095405
2019-04-15,0.015199295347318897,0.012723852225327752,0.0034782583514583795
2019-04-16,0.017336047484071037,0.013312549242596197,0.008558495574552747
2019-04-17,0.018666066671233078,0.011153993512611897,0.011610998627055799
2019-04-18,0.019341978061430183,0.011132189919379731,0.010935087236858694
2019-04-22,0.019058531349412045,0.012811066598256409,0.008166030896373782
2019-04-23,0.01862245948476875,0.011481047411094365,0.007228476387390702
2019-04-24,0.016289475008927128,0.01126301147877272,0.008384066828695429
2019-04-25,0.016027831890141155,0.010369064156253969,0.0077299590317304896
2019-04-26,0.017946548094571645,0.009475116833735218,0.007054047641533386
2019-04-29,0.016071439076605486,0.006531631747392987,0.006945029675372562
2019-04-30,0.01580979595781951,0.00766541859546555,0.006879618895676068
2019-05-01,0.015330116906711884,0.007992142363680878,0.005396974555888871
2019-05-02,0.014065508499246334,0.004098745397379814,0.004873688318316918
2019-05-03,0.011688916836940387,0.005167121465755882,0.00018591577340151645
2019-05-06,0.01249564978653048,0.0034228340071827093,0.00413236614842332
2019-05-07,0.01191702924021026,0.004992692719898564,0.007555530285873173
2019-05-08,0.007837566441295343,0.008459464043812745,0.00670519014981875
2019-05-09,0.00838265627209946,0.010443591027939729,0.011022301609787353
2019-05-10,0.006681975999990617,0.010225555095618084,0.013791357950272266
2019-05-13,0.008208227526242144,0.007609123907758323,0.017999451444080043
2019-05-14,0.010432194035922939,0.00763092750099049,0.016582217883989343
2019-05-15,0.011762213223084985,0.0078707670265443,0.014598090899862358
2019-05-16,0.011086301832887878,0.009353411366331499,0.016102538832881718
2019-05-17,0.009102174848760894,0.006497140652917928,0.013551518424718453
2019-05-20,0.00851347783149245,0.008372249670884088,0.013834965136736595
2019-05-21,0.008796924543510588,0.009004553874616862,0.011262141135341163
2019-05-22,0.011849427596013642,0.009724072451278298,0.010586229745144058
2019-05-23,0.009036764069064401,0.009527840112188813,0.006443547031032774
2019-05-24,0.01104269464642355,0.006736980178471738,0.010760658491001378
2019-05-28,0.012896000071157546,0.00632271190706061,0.011959856118770434
2019-05-29,0.013724536613979802,0.007085837670186373,0.013268071712700315
2019-05-30,0.0155778420387138,0.00501449631313073,0.011153123169180343
2019-05-31,0.014400448004176909,0.005864836449185153,0.00969228242262531
2019-06-03,0.012765178511764558,0.005799425669488658,0.008689317133945735
2019-06-04,0.012786982104996724,0.007957981399472961,0.010608033338376226
2019-06-05,0.01006153295097614,0.009135375434009852,0.010738854897769214
2019-06-06,0.010126943730672635,0.0049708891266664005,0.00895096025273171
