Date,ma_crossover,ou_mean_reversion,momentum_accel,ensemble_return,chosen
2020-04-24,0.0,0.0,0.0,0.0,momentum_accel
2020-04-27,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-04-28,0.0,0.0,0.0,0.0,ma_crossover
2020-04-29,0.0,0.0,0.0,0.0,momentum_accel
2020-04-30,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-05-01,0.0,0.0,0.0,0.0,ma_crossover
2020-05-04,0.0027582193980062453,0.0,0.0,0.0,momentum_accel
2020-05-05,0.009239295224233945,0.0,0.0,0.0,ou_mean_reversion
2020-05-06,-0.006778633174300386,0.0,0.0,-0.006778633174300386,ma_crossover
2020-05-07,0.012066771354795947,0.0,0.0,0.0,momentum_accel
2020-05-08,0.016546061221724306,0.0,0.0,0.0,ou_mean_reversion
2020-05-11,0.00020536979745999773,0.0,0.0,0.0,momentum_accel
2020-05-12,-0.01993138163423558,0.0,0.0,0.0,ou_mean_reversion
2020-05-13,-0.017685937661434448,0.0,0.0,-0.017685937661434448,ma_crossover
2020-05-14,0.011967283522896333,0.0,0.0,0.0,momentum_accel
2020-05-15,0.00459660290110353,0.0,0.0,0.0,ou_mean_reversion
2020-05-18,0.030459858513728122,0.0,0.0,0.030459858513728122,ma_crossover
2020-05-19,-0.01027118450024811,0.0,0.0,-0.01027118450024811,ma_crossover
2020-05-20,0.01698808389286066,0.0,0.0,0.0,momentum_accel
2020-05-21,-0.00690374628221091,0.0,0.0,0.0,ou_mean_reversion
2020-05-22,0.0018984908630690356,0.0,0.0,0.0,momentum_accel
2020-05-26,0.012320897607087655,0.0,0.0,0.0,ou_mean_reversion
2020-05-27,0.014878669188011617,0.0,0.0,0.014878669188011617,ma_crossover
2020-05-28,-0.0018444978172212911,0.0,0.0,-0.0018444978172212911,ma_crossover
2020-05-29,0.004455738055081149,0.0,0.0,0.0,momentum_accel
2020-06-01,0.004041702536847325,0.0,0.0,0.0,ou_mean_reversion
2020-06-02,0.008280147594152298,0.0,0.0,0.008280147594152298,ma_crossover
2020-06-03,0.013308097364925775,0.0,0.0,0.0,momentum_accel
2020-06-04,-0.002626557523218609,0.0,0.0,0.0,ou_mean_reversion
2020-06-05,0.025629642421281407,0.0,0.0,0.025629642421281407,ma_crossover
2020-06-08,0.012087294013179761,0.0,0.0,0.0,momentum_accel
2020-06-09,-0.007456626620938267,0.0,0.0,0.0,ou_mean_reversion
2020-06-10,-0.005579964351709155,0.0,0.0,-0.005579964351709155,ma_crossover
2020-06-11,-0.05764870294091917,0.0,0.0,0.0,momentum_accel
2020-06-12,0.01197550645326051,0.0,0.0,0.0,ou_mean_reversion
2020-06-15,0.009335300607143937,0.0,0.0,0.009335300607143937,ma_crossover
2020-06-16,0.019247745744275013,0.0,0.0,0.0,momentum_accel
2020-06-17,-0.004153341011662204,0.0,0.0,0.0,ou_mean_reversion
2020-06-18,0.0003846655996355697,0.0,0.0,0.0003846655996355697,ma_crossover
2020-06-19,-0.005714563631293856,0.0,0.0,0.0,momentum_accel
2020-06-22,0.0064145955569618884,0.0,0.0,0.0,ou_mean_reversion
2020-06-23,0.004604043259599511,0.0,0.0,0.004604043259599511,ma_crossover
2020-06-24,-0.025508776941031486,0.0,0.0,0.0,momentum_accel
2020-06-25,0.010720593786037957,0.0,0.0,0.0,ou_mean_reversion
2020-06-26,-0.023751611559694963,0.0,0.0,-0.023751611559694963,ma_crossover
2020-06-29,0.014697701091303195,0.0,0.0,0.0,momentum_accel
2020-06-30,0.012809473681576922,0.0,0.0,0.0,ou_mean_reversion
2020-07-01,0.00700472918369166,0.0,0.0,0.00700472918369166,ma_crossover
2020-07-02,0.005507097667571514,0.0,0.0,0.0,momentum_accel
2020-07-06,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-07-07,0.0,0.0,0.0,0.0,ma_crossover
2020-07-08,0.0,0.0,0.0,0.0,momentum_accel
2020-07-09,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-07-10,0.0,0.0,0.0,0.0,ma_crossover
2020-07-13,0.0,0.0,0.0,0.0,momentum_accel
2020-07-14,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-07-15,0.0,0.0,0.0,0.0,ma_crossover
2020-07-16,0.0,0.0,0.0,0.0,momentum_accel
2020-07-17,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-07-20,0.0,0.0,0.0,0.0,ma_crossover
2020-07-21,0.0,0.0,0.0,0.0,momentum_accel
2020-07-22,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-07-23,0.0,0.0,0.0,0.0,ma_crossover
2020-07-24,0.0,0.0,0.0,0.0,momentum_accel
2020-07-27,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-07-28,0.0,0.0,0.0,0.0,ma_crossover
2020-07-29,0.0,0.0,0.0,0.0,momentum_accel
2020-07-30,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-07-31,0.0,0.0,0.0,0.0,ma_crossover
2020-08-03,0.0,0.0,0.0,0.0,momentum_accel
2020-08-04,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-08-05,0.0,0.0,0.0,0.0,ma_crossover
2020-08-06,0.0,0.0,0.0,0.0,momentum_accel
2020-08-07,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-08-10,0.0,0.0,0.0,0.0,ma_crossover
2020-08-11,0.0,0.0,0.0,0.0,momentum_accel
2020-08-12,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-08-13,0.0,0.0,0.0,0.0,ma_crossover
2020-08-14,0.0,0.0,0.0,0.0,momentum_accel
2020-08-17,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-08-18,0.0,0.0,0.0,0.0,ma_crossover
2020-08-19,0.0,0.0,0.0,0.0,momentum_accel
2020-08-20,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-08-21,0.0,0.0,0.0,0.0,ma_crossover
2020-08-24,0.0,0.0,0.0,0.0,momentum_accel
2020-08-25,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-08-26,0.0,0.0,0.0,0.0,ma_crossover
2020-08-27,0.0,0.0,0.0,0.0,momentum_accel
2020-08-28,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-08-31,0.0,0.0,0.0,0.0,ma_crossover
2020-09-01,0.0,0.0,0.0,0.0,momentum_accel
2020-09-02,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-09-03,0.0,0.0,0.0,0.0,ma_crossover
2020-09-04,0.0,0.0,0.0,0.0,momentum_accel
2020-09-08,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-09-09,0.0,0.0,0.0,0.0,ma_crossover
2020-09-10,0.0,0.0,0.0,0.0,momentum_accel
2020-09-11,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-09-14,0.0,0.0,0.0,0.0,ma_crossover
2020-09-15,0.0,0.0,0.0,0.0,momentum_accel
2020-09-16,-0.003968720790124891,0.0,0.0,0.0,ou_mean_reversion
2020-09-17,-0.008795239728713544,0.0,0.0,-0.008795239728713544,ma_crossover
2020-09-18,-0.011512868929071551,0.0,0.0,0.0,momentum_accel
2020-09-21,-0.011129236788977814,0.0,0.0,0.0,ou_mean_reversion
2020-09-22,0.010184197985206866,0.0,0.0,0.010184197985206866,ma_crossover
2020-09-23,-0.023190769495349706,0.0,0.0,0.0,momentum_accel
2020-09-24,0.0026652897900592,0.0,0.0,0.0,ou_mean_reversion
2020-09-25,0.016167126717057778,0.0,0.0,0.016167126717057778,ma_crossover
2020-09-28,0.016609230501989147,0.0,0.0,0.0,momentum_accel
2020-09-29,-0.005446088002468263,0.0,0.0,0.0,ou_mean_reversion
2020-09-30,0.007582113218528308,0.0,0.0,0.007582113218528308,ma_crossover
2020-10-01,0.006419979710127421,0.0,0.0,0.0,momentum_accel
2020-10-02,-0.009494555300992857,0.0,0.0,0.0,ou_mean_reversion
2020-10-05,0.0,0.0,0.0,0.0,ma_crossover
2020-10-06,0.0,0.0,0.0,0.0,momentum_accel
2020-10-07,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-10-08,0.0,0.0,0.0,0.0,ma_crossover
2020-10-09,0.0,0.0,0.0,0.0,momentum_accel
2020-10-12,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-10-13,0.0,0.0,0.0,0.0,ma_crossover
2020-10-14,0.0,0.0,0.0,0.0,momentum_accel
2020-10-15,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-10-16,0.0,0.0,0.0,0.0,ma_crossover
2020-10-19,0.0,0.0,0.0,0.0,momentum_accel
2020-10-20,0.0,0.0,0.0,0.0,ou_mean_reversion
2020-10-21,0.0,0.0,0.0,0.0,ma_crossover
2020-10-22,0.005485018125869878,0.0,0.0,0.0,momentum_accel
2020-10-23,0.0033954066785351067,0.0,0.0,0.0,ou_mean_reversion
2020-10-26,-0.01847998998851763,0.0,0.0,-0.01847998998851763,ma_crossover
2020-10-27,-0.003447435580002378,0.0,0.0,0.0,momentum_accel
2020-10-28,-0.034178728532975544,0.0,0.0,0.0,ou_mean_reversion
2020-10-29,0.010163207939217767,0.0,0.0,0.010163207939217767,ma_crossover
2020-10-30,-0.010424614962239787,0.0,0.0,0.0,momentum_accel
2020-11-02,0.011208582142873125,0.0,0.0,0.0,ou_mean_reversion
2020-11-03,0.017655662431687702,0.0,0.0,0.017655662431687702,ma_crossover
2020-11-04,0.022349294947169307,0.0,0.0,0.0,momentum_accel
2020-11-05,0.019502751047247413,0.0,0.0,0.0,ou_mean_reversion
2020-11-06,-0.00022844614813799513,0.0,0.0,-0.00022844614813799513,ma_crossover
2020-11-09,0.012565721403667629,0.0,0.0,0.0,momentum_accel
2020-11-10,-0.0014665762659330506,0.0,0.0,0.0,ou_mean_reversion
2020-11-11,0.007428503493859262,0.0,0.0,0.007428503493859262,ma_crossover
2020-11-12,-0.009701139653045532,0.0,0.0,0.0,momentum_accel
2020-11-13,0.01384472094737621,0.0,0.0,0.0,ou_mean_reversion
2020-11-16,0.012482667291521476,0.0,0.0,0.012482667291521476,ma_crossover
2020-11-17,-0.005378477433375939,0.0,0.0,0.0,momentum_accel
2020-11-18,-0.012034911531412895,0.0,0.0,0.0,ou_mean_reversion
2020-11-19,0.004210220566682743,0.0,0.0,0.004210220566682743,ma_crossover
2020-11-20,-0.006847795285698455,0.0,0.0,0.0,momentum_accel
2020-11-23,0.005994593057810915,0.0,0.0,0.0,ou_mean_reversion
2020-11-24,0.01611351450101406,0.0,0.0,0.01611351450101406,ma_crossover
2020-11-25,-0.0015416156224425936,0.0,0.0,0.0,momentum_accel
2020-11-27,0.002785077042456452,0.0,0.0,0.0,ou_mean_reversion
2020-11-30,-0.004427099649392696,0.0,0.0,-0.004427099649392696,ma_crossover
2020-12-01,0.010937327140558173,0.0,0.0,0.0,momentum_accel
2020-12-02,0.0021036289300759847,0.0,0.0,0.0,ou_mean_reversion
2020-12-03,-0.00027238210177238376,0.0,0.0,-0.00027238210177238376,ma_crossover
2020-12-04,0.008617516550409876,0.0,0.0,0.0,momentum_accel
2020-12-07,-0.0020551246737395834,0.0,0.0,0.0,ou_mean_reversion
2020-12-08,0.0029262064219097716,0.0,0.0,0.0029262064219097716,ma_crossover
2020-12-09,-0.008968886685179922,0.0,0.0,0.0,momentum_accel
2020-12-10,-0.0003269303726286532,0.0,0.0,0.0,ou_mean_reversion
2020-12-11,-0.0011726968178396024,0.0,0.0,-0.0011726968178396024,ma_crossover
2020-12-14,-0.004477057700854714,0.0,0.0,0.0,momentum_accel
2020-12-15,0.013519486165742167,0.0,0.0,0.0,ou_mean_reversion
2020-12-16,0.001569144284256252,0.0,0.0,0.001569144284256252,ma_crossover
2020-12-17,0.005592139252748263,0.0,0.0,0.0,momentum_accel
2020-12-18,-0.003993012756950853,0.0,0.0,0.0,ou_mean_reversion
2020-12-21,-0.003575548550379559,0.0,0.0,-0.003575548550379559,ma_crossover
2020-12-22,-0.0016853658979868458,0.0,0.0,0.0,momentum_accel
2020-12-23,0.000898765017248726,0.0,0.0,0.0,ou_mean_reversion
2020-12-24,0.003890232110009828,0.0,0.0,0.003890232110009828,ma_crossover
2020-12-28,0.008591013381863855,0.0,0.0,0.0,momentum_accel
2020-12-29,-0.0019079419751576454,0.0,0.0,0.0,ou_mean_reversion
2020-12-30,0.0014268270592618926,0.0,0.0,0.0014268270592618926,ma_crossover
2020-12-31,0.005080992321771838,0.0,0.0,0.0,momentum_accel
2021-01-04,-0.013614280842500937,0.0,0.0,0.0,ou_mean_reversion
2021-01-05,0.006887663718040393,0.0,0.0,0.006887663718040393,ma_crossover
2021-01-06,0.005978535520117845,0.0,0.0,0.0,momentum_accel
2021-01-07,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-01-08,0.0,0.0,0.0,0.0,ma_crossover
2021-01-11,0.0,0.0,0.0,0.0,momentum_accel
2021-01-12,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-01-13,0.0,0.0,0.0,0.0,ma_crossover
2021-01-14,0.0,0.0,0.0,0.0,momentum_accel
2021-01-15,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-01-19,0.0,0.0,0.0,0.0,ma_crossover
2021-01-20,0.0,0.0,0.0,0.0,momentum_accel
2021-01-21,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-01-22,0.0,0.0,0.0,0.0,ma_crossover
2021-01-25,0.0,0.0,0.0,0.0,momentum_accel
2021-01-26,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-01-27,0.0,0.0,0.0,0.0,ma_crossover
2021-01-28,0.0,0.0,0.0,0.0,momentum_accel
2021-01-29,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-02-01,0.0,0.0,0.0,0.0,ma_crossover
2021-02-02,0.0,0.0,0.0,0.0,momentum_accel
2021-02-03,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-02-04,0.0,0.0,0.0,0.0,ma_crossover
2021-02-05,0.0,0.0,0.0,0.0,momentum_accel
2021-02-08,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-02-09,0.0,0.0,0.0,0.0,ma_crossover
2021-02-10,0.0,0.0,0.0,0.0,momentum_accel
2021-02-11,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-02-12,0.0,0.0,0.0,0.0,ma_crossover
2021-02-16,0.0,0.0,0.0,0.0,momentum_accel
2021-02-17,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-02-18,0.0,0.0,0.0,0.0,ma_crossover
2021-02-19,0.0,0.0,0.0,0.0,momentum_accel
2021-02-22,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-02-23,0.0,0.0,0.0,0.0,ma_crossover
2021-02-24,0.0,0.0,0.0,0.0,momentum_accel
2021-02-25,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-02-26,0.0,0.0,0.0,0.0,ma_crossover
2021-03-01,0.0,0.0,0.0,0.0,momentum_accel
2021-03-02,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-03-03,0.0,0.0,0.0,0.0,ma_crossover
2021-03-04,0.0,0.0,0.0,0.0,momentum_accel
2021-03-05,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-03-08,0.0,0.0,0.0,0.0,ma_crossover
2021-03-09,0.0,0.0,0.0,0.0,momentum_accel
2021-03-10,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-03-11,0.0,0.0,0.0,0.0,ma_crossover
2021-03-12,0.0,0.0,0.0,0.0,momentum_accel
2021-03-15,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-03-16,0.0,0.0,0.0,0.0,ma_crossover
2021-03-17,0.0,0.0,0.0,0.0,momentum_accel
2021-03-18,-1.1102230246251565e-16,0.0,0.0,0.0,ou_mean_reversion
2021-03-19,-0.0018502419693914307,0.0,0.0,-0.0018502419693914307,ma_crossover
2021-03-22,0.00798494439724129,0.0,0.0,0.0,momentum_accel
2021-03-23,-0.00787081004909751,0.0,0.0,0.0,ou_mean_reversion
2021-03-24,-0.005083448177924832,0.0,0.0,-0.005083448177924832,ma_crossover
2021-03-25,0.005625467947945717,0.0,0.0,0.0,momentum_accel
2021-03-26,0.01611506546745356,0.0,0.0,0.0,ou_mean_reversion
2021-03-29,-0.0005051033708264319,0.0,0.0,-0.0005051033708264319,ma_crossover
2021-03-30,-0.002652844638952101,0.0,0.0,0.0,momentum_accel
2021-03-31,0.004053127354582298,0.0,0.0,0.0,ou_mean_reversion
2021-04-01,0.01079915844396373,0.0,0.0,0.01079915844396373,ma_crossover
2021-04-05,0.014353117368819168,0.0,0.0,0.0,momentum_accel
2021-04-06,-0.0005905932330851904,0.0,0.0,0.0,ou_mean_reversion
2021-04-07,0.0011572518562206202,0.0,0.0,0.0011572518562206202,ma_crossover
2021-04-08,0.0047468377254418215,0.0,0.0,0.0,momentum_accel
2021-04-09,0.007270037591074585,0.0,0.0,0.0,ou_mean_reversion
2021-04-12,0.00036458830745411674,0.0,0.0,0.00036458830745411674,ma_crossover
2021-04-13,0.0029639314195375466,0.0,0.0,0.0,momentum_accel
2021-04-14,-0.0034152360679793325,0.0,0.0,0.0,ou_mean_reversion
2021-04-15,0.010742459817461913,0.0,0.0,0.010742459817461913,ma_crossover
2021-04-16,0.0033422504412610188,0.0,0.0,0.0,momentum_accel
2021-04-19,-0.0049128411728289745,0.0,0.0,0.0,ou_mean_reversion
2021-04-20,-0.007321553228610056,0.0,0.0,-0.007321553228610056,ma_crossover
2021-04-21,0.0094619945762624,0.0,0.0,0.0,momentum_accel
2021-04-22,-0.009133103852046687,0.0,0.0,0.0,ou_mean_reversion
2021-04-23,0.010842578336160313,0.0,0.0,0.010842578336160313,ma_crossover
2021-04-26,0.0020874092458609272,0.0,0.0,0.0,momentum_accel
2021-04-27,-0.00021559400919657357,0.0,0.0,0.0,ou_mean_reversion
2021-04-28,-0.0002872084833892563,0.0,0.0,-0.0002872084833892563,ma_crossover
2021-04-29,0.006372707605105221,0.0,0.0,0.0,momentum_accel
2021-04-30,-0.006570582661674984,0.0,0.0,0.0,ou_mean_reversion
2021-05-03,0.0021569951712185897,0.0,0.0,0.0021569951712185897,ma_crossover
2021-05-04,-0.006169381255707762,0.0,0.0,0.0,momentum_accel
2021-05-05,0.0003125125688929753,0.0,0.0,0.0,ou_mean_reversion
2021-05-06,0.007985783474504515,0.0,0.0,0.007985783474504515,ma_crossover
2021-05-07,0.0072778318147344034,0.0,0.0,0.0,momentum_accel
2021-05-10,-0.009902148792672816,0.0,0.0,0.0,ou_mean_reversion
2021-05-11,-0.0089248429192329,0.0,0.0,-0.0089248429192329,ma_crossover
2021-05-12,-0.021245156420365285,0.0,0.0,0.0,momentum_accel
2021-05-13,0.012012514066892521,0.0,0.0,0.0,ou_mean_reversion
2021-05-14,0.015355404826705943,0.0,0.0,0.015355404826705943,ma_crossover
2021-05-17,-0.0025446357473731807,0.0,0.0,0.0,momentum_accel
2021-05-18,-0.008615613220012475,0.0,0.0,0.0,ou_mean_reversion
2021-05-19,-0.0026219462899672585,0.0,0.0,-0.0026219462899672585,ma_crossover
2021-05-20,0.010758047200801979,0.0,0.0,0.0,momentum_accel
2021-05-21,-0.0008187220404488604,0.0,0.0,0.0,ou_mean_reversion
2021-05-24,0.010194271663160226,0.0,0.0,0.010194271663160226,ma_crossover
2021-05-25,-0.00221873608002765,0.0,0.0,-0.00221873608002765,ma_crossover
2021-05-26,0.001984559670758834,0.0,0.0,0.0,momentum_accel
2021-05-27,0.0005248604630734288,0.0,0.0,0.0,ou_mean_reversion
2021-05-28,0.0017888741478784276,0.0,0.0,0.0,momentum_accel
2021-06-01,-0.0008807377997516186,0.0,0.0,0.0,ou_mean_reversion
2021-06-02,0.0015724076199608028,0.0,0.0,0.0015724076199608028,ma_crossover
2021-06-03,-0.0037111526139732565,0.0,0.0,-0.0037111526139732565,ma_crossover
2021-06-04,0.009145649688527824,0.0,0.0,0.0,momentum_accel
2021-06-07,-0.0009701678399421931,0.0,0.0,0.0,ou_mean_reversion
2021-06-08,0.0002131780131606753,0.0,0.0,0.0,momentum_accel
2021-06-09,-0.0014920052132186834,0.0,0.0,0.0,ou_mean_reversion
2021-06-10,0.004648472321835406,0.0,0.0,0.004648472321835406,ma_crossover
2021-06-11,0.001652476156567273,0.0,0.0,0.001652476156567273,ma_crossover
2021-06-14,0.0022389354359977354,0.0,0.0,0.0,momentum_accel
2021-06-15,-0.0018341030216338927,0.0,0.0,0.0,ou_mean_reversion
2021-06-16,-0.005583504809728357,0.0,0.0,-0.005583504809728357,ma_crossover
2021-06-17,-0.0003314844366377745,0.0,0.0,0.0,momentum_accel
2021-06-18,-0.013490268431601615,0.0,0.0,0.0,ou_mean_reversion
2021-06-21,0.014315690562399785,0.0,0.0,0.0,momentum_accel
2021-06-22,0.005346377784184675,0.0,0.0,0.005346377784184675,ma_crossover
2021-06-23,-0.0012054174776170434,0.0,0.0,0.0,ou_mean_reversion
2021-06-24,0.005915772259428076,0.0,0.0,0.005915772259428076,ma_crossover
2021-06-25,0.003552106229888663,0.0,0.0,0.0,momentum_accel
2021-06-28,0.002016021278590019,0.0,0.0,0.0,ou_mean_reversion
2021-06-29,0.0005380183146492801,0.0,0.0,0.0005380183146492801,ma_crossover
2021-06-30,0.000841335921950348,0.0,0.0,0.0,momentum_accel
2021-07-01,0.005536965126407889,0.0,0.0,0.0,ou_mean_reversion
2021-07-02,0.00764344802254735,0.0,0.0,0.00764344802254735,ma_crossover
2021-07-06,0.0,0.0,0.0,0.0,momentum_accel
2021-07-07,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-07-08,0.0,0.0,0.0,0.0,ma_crossover
2021-07-09,0.0,0.0,0.0,0.0,momentum_accel
2021-07-12,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-07-13,0.0,0.0,0.0,0.0,ma_crossover
2021-07-14,0.0,0.0,0.0,0.0,momentum_accel
2021-07-15,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-07-16,0.0,0.0,0.0,0.0,ma_crossover
2021-07-19,0.0,0.0,0.0,0.0,momentum_accel
2021-07-20,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-07-21,0.0,0.0,0.0,0.0,ma_crossover
2021-07-22,0.0,0.0,0.0,0.0,momentum_accel
2021-07-23,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-07-26,0.0,0.0,0.0,0.0,ma_crossover
2021-07-27,0.0,0.0,0.0,0.0,momentum_accel
2021-07-28,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-07-29,0.0,0.0,0.0,0.0,ma_crossover
2021-07-30,0.0,0.0,0.0,0.0,momentum_accel
2021-08-02,0.0,0.0,0.0,0.0,ou_mean_reversion
2021-08-03,0.0,0.0,0.0,0.0,ma_crossover
2021-08-04,0.0,0.0,0.0,0.0,momentum_accel
